1001,"56,663"
1002,"49,853"
1003,"28,462"
1005,"75,423"
1007,"79,076"
1008,"63,980"
1009,"51,452"
1010,"75,625"
1011,"63,476"
1012,"58,750"
1013,"36,578"
1020,"50,058"
1022,"50,440"
1026,"60,320"
1027,"58,573"
1028,"80,252"
1029,"62,955"
1030,"71,106"
1031,"61,250"
1032,"67,692"
1034,"63,980"
1035,"69,911"
1036,"78,869"
1037,"61,250"
1038,"53,939"
1039,"66,284"
1040,"35,549"
1050,"62,097"
1053,"60,477"
1054,"67,831"
1056,"63,318"
1057,"73,254"
1060,"48,069"
1062,"60,686"
1063,"40,694"
1066,"53,939"
1068,"77,396"
1069,"50,345"
1070,"60,320"
1071,"63,980"
1072,"67,831"
1073,"80,738"
1074,"75,423"
1075,"63,053"
1077,"73,645"
1079,"51,452"
1080,"50,100"
1081,"65,917"
1082,"51,936"
1083,"55,030"
1084,"58,750"
1085,"57,598"
1086,"93,611"
1088,"53,939"
1089,"53,711"
1092,"55,030"
1093,"59,722"
1094,"61,250"
1095,"89,486"
1096,"66,148"
1097,"63,980"
1098,"60,320"
1103,"16,963"
1104,"35,380"
1105,"17,756"
1106,"91,889"
1107,"23,557"
1108,"37,411"
1109,"34,638"
1118,"55,853"
1119,"45,184"
1128,"63,177"
1129,"58,704"
1151,"34,175"
1199,"48,306"
1201,"46,765"
1220,"38,379"
1222,"47,145"
1223,"48,478"
1224,"66,458"
1225,"57,419"
1226,"57,505"
1229,"55,096"
1230,"53,584"
1235,"63,877"
1236,"55,718"
1237,"69,659"
1238,"51,053"
1240,"60,458"
1242,"60,604"
1243,"60,320"
1244,"57,917"
1245,"63,152"
1247,"38,405"
1253,"62,955"
1254,"79,145"
1255,"62,955"
1256,"54,167"
1257,"47,145"
1258,"55,764"
1259,"57,917"
1260,"53,297"
1262,"55,096"
1264,"63,250"
1266,"64,328"
1267,"69,925"
1270,"70,662"
1301,"47,833"
1330,"70,326"
1331,"49,110"
1337,"57,550"
1338,"56,596"
1339,"6,531"
1341,"70,326"
1342,"61,912"
1343,"54,167"
1344,"54,836"
1347,"50,189"
1349,"51,401"
1351,"50,189"
1354,"57,550"
1355,"67,831"
1360,"70,606"
1364,"44,676"
1366,"68,374"
1368,"61,950"
1370,"53,003"
1373,"61,438"
1375,"59,722"
1376,"36,099"
1378,"54,836"
1379,"54,836"
1420,"48,606"
1430,"79,875"
1431,"80,143"
1432,"55,863"
1434,"119,016"
1436,"66,138"
1438,"66,138"
1440,"51,232"
1450,"123,278"
1451,"141,274"
1452,"82,443"
1453,"57,280"
1460,"103,751"
1462,"84,911"
1463,"85,403"
1464,"72,598"
1467,"141,274"
1468,"66,138"
1469,"78,502"
1473,"79,073"
1474,"78,207"
1475,"56,274"
1501,"70,683"
1503,"92,917"
1504,"74,067"
1505,"88,214"
1506,"60,189"
1507,"86,561"
1510,"57,957"
1515,"71,964"
1516,"86,214"
1518,"72,983"
1519,"105,605"
1520,"92,166"
1521,"65,917"
1522,"82,165"
1523,"80,938"
1524,"74,316"
1525,"89,583"
1527,"68,319"
1529,"77,250"
1531,"61,250"
1532,"103,271"
1534,"76,675"
1535,"57,196"
1536,"89,347"
1537,"68,664"
1540,"62,079"
1541,"102,853"
1542,"67,172"
1543,"81,295"
1545,"88,643"
1550,"48,195"
1560,"68,854"
1561,"80,938"
1562,"65,184"
1564,"102,115"
1566,"72,387"
1568,"107,950"
1569,"80,536"
1570,"50,142"
1571,"64,228"
1581,"101,876"
1583,"79,865"
1585,"60,376"
1588,"67,286"
1590,"104,730"
1602,"61,861"
1603,"37,454"
1604,"47,438"
1605,"41,023"
1606,"57,646"
1607,"47,987"
1608,"26,526"
1609,"44,501"
1610,"21,388"
1611,"63,333"
1612,"100,358"
1701,"92,018"
1702,"53,081"
1718,"84,559"
1719,"102,222"
1720,"110,534"
1721,"91,904"
1730,"107,033"
1731,"77,369"
1740,"125,741"
1741,"155,000"
1742,"119,902"
1745,"114,761"
1746,"101,901"
1747,"97,227"
1748,"121,182"
1749,"76,500"
1752,"71,835"
1754,"76,228"
1756,"102,625"
1757,"68,565"
1760,"90,673"
1770,"145,250"
1772,"141,459"
1773,"143,771"
1775,"117,440"
1776,"152,789"
1778,"140,652"
1801,"71,805"
1803,"90,659"
1810,"113,874"
1821,"87,745"
1824,"99,032"
1826,"71,731"
1827,"113,594"
1830,"63,388"
1832,"57,959"
1833,"97,895"
1834,"84,232"
1835,"76,253"
1840,"18,507"
1841,"34,128"
1843,"42,587"
1844,"66,023"
1845,"99,505"
1850,"54,087"
1851,"51,795"
1852,"55,089"
1854,"44,616"
1860,"75,517"
1862,"86,304"
1863,"77,458"
1864,"97,574"
1867,"103,358"
1876,"83,976"
1879,"92,239"
1880,"89,830"
1886,"123,906"
1887,"97,107"
1890,"128,546"
1901,"18,257"
1902,"38,107"
1904,"69,263"
1905,"42,449"
1906,"69,051"
1907,"90,516"
1913,"73,843"
1915,"71,363"
1921,"143,045"
1922,"91,052"
1923,"76,695"
1929,"76,989"
1930,"63,047"
1938,"82,395"
1940,"90,677"
1944,"105,000"
1945,"95,942"
1949,"87,728"
1950,"76,313"
1951,"91,052"
1952,"62,924"
1960,"67,119"
1966,"73,676"
1969,"74,911"
1970,"57,313"
1982,"97,491"
1983,"115,015"
1984,"132,697"
1985,"111,739"
2019,"77,420"
2021,"88,829"
2025,"114,214"
2026,"85,131"
2030,"164,583"
2032,"77,708"
2035,"94,994"
2038,"92,042"
2043,"99,910"
2045,"70,039"
2047,"75,170"
2048,"93,593"
2050,"85,395"
2052,"123,176"
2053,"100,950"
2054,"85,472"
2056,"111,767"
2061,"106,730"
2062,"72,935"
2066,"92,394"
2067,"117,828"
2071,"91,781"
2072,"69,340"
2081,"92,954"
2090,"116,083"
2093,"94,524"
2108,"96,033"
2109,"92,310"
2110,"102,972"
2111,"31,442"
2113,"60,386"
2114,"69,809"
2115,"30,282"
2116,"80,153"
2118,"51,368"
2119,"36,316"
2120,"28,794"
2121,"28,897"
2122,"45,859"
2124,"43,598"
2125,"44,266"
2126,"51,733"
2127,"64,285"
2128,"42,613"
2129,"80,223"
2130,"69,576"
2131,"62,945"
2132,"76,802"
2134,"33,863"
2135,"52,714"
2136,"54,410"
2138,"68,127"
2139,"62,821"
2140,"65,283"
2141,"57,909"
2142,"61,141"
2143,"64,966"
2144,"68,004"
2145,"50,718"
2148,"55,890"
2149,"49,696"
2150,"40,344"
2151,"51,723"
2152,"68,218"
2155,"69,803"
2163,"23,429"
2169,"56,647"
2170,"64,309"
2171,"66,808"
2176,"85,681"
2180,"78,103"
2184,"77,129"
2186,"98,712"
2188,"65,251"
2189,"62,491"
2190,"74,205"
2191,"68,143"
2199,"68,080"
2203,"106,602"
2210,"61,807"
2215,"30,726"
2301,"48,470"
2302,"62,408"
2322,"67,313"
2324,"80,879"
2330,"70,048"
2332,"116,904"
2333,"82,133"
2339,"104,787"
2341,"81,912"
2343,"62,560"
2346,"72,466"
2347,"94,495"
2351,"75,850"
2356,"99,682"
2357,"101,136"
2359,"83,622"
2360,"74,603"
2364,"78,923"
2366,"89,632"
2367,"87,917"
2368,"65,118"
2370,"62,855"
2375,"78,410"
2379,"73,651"
2382,"77,027"
2420,"139,453"
2421,"126,827"
2445,"105,027"
2446,"67,338"
2451,"78,675"
2452,"67,088"
2453,"59,067"
2457,"179,792"
2458,"90,740"
2459,"128,598"
2460,"107,495"
2461,"110,373"
2462,"134,119"
2464,"81,143"
2465,"110,531"
2466,"115,116"
2467,"130,044"
2468,"166,454"
2472,"74,968"
2474,"82,845"
2476,"83,975"
2478,"95,269"
2481,"173,681"
2482,"123,003"
2492,"118,211"
2493,"147,946"
2494,"104,492"
2532,"60,257"
2534,"60,788"
2535,"68,906"
2536,"61,733"
2537,"86,643"
2538,"54,545"
2539,"67,625"
2540,"58,667"
2542,"39,803"
2543,"82,355"
2553,"70,197"
2554,"61,502"
2556,"67,750"
2557,"59,156"
2558,"51,662"
2559,"62,761"
2561,"68,597"
2562,"68,960"
2563,"84,184"
2564,"81,944"
2568,516
2571,"55,500"
2575,"68,906"
2576,"62,034"
2584,"81,944"
2601,"44,219"
2630,"71,383"
2631,"58,280"
2632,"67,464"
2633,"65,871"
2635,"75,166"
2637,"71,516"
2638,"56,770"
2639,"47,356"
2641,"61,013"
2642,"59,536"
2643,"62,589"
2644,"82,198"
2645,"55,137"
2646,"52,700"
2647,"47,353"
2648,"71,212"
2649,"62,993"
2650,"64,477"
2651,"54,464"
2652,"80,425"
2653,"57,062"
2655,"72,786"
2657,"44,646"
2659,"67,569"
2660,"52,611"
2663,"66,109"
2664,"46,673"
2666,"80,425"
2667,"66,118"
2668,"71,947"
2669,"67,569"
2670,"36,555"
2671,"55,677"
2672,"51,601"
2673,"46,414"
2675,"63,557"
2702,"91,095"
2703,"67,398"
2713,"68,906"
2715,"83,613"
2717,"75,793"
2718,"81,142"
2719,"53,936"
2720,"47,794"
2721,"32,106"
2723,"30,338"
2724,"30,652"
2725,"65,712"
2726,"68,267"
2738,"101,006"
2739,"74,877"
2740,"38,238"
2743,"70,836"
2744,"31,128"
2745,"51,951"
2746,"24,099"
2747,"72,292"
2748,"72,885"
2760,"79,274"
2762,"73,645"
2763,"76,722"
2764,"83,621"
2766,"77,953"
2767,"76,338"
2769,"90,530"
2770,"95,022"
2771,"73,961"
2777,"70,245"
2779,"81,125"
2780,"53,796"
2790,"68,367"
2791,"72,105"
2802,"62,982"
2804,"71,104"
2806,"105,128"
2807,"75,417"
2808,"73,725"
2809,"65,256"
2812,"72,819"
2813,"69,956"
2814,"79,171"
2815,"78,476"
2816,"68,135"
2817,"81,419"
2818,"90,430"
2822,"98,411"
2825,"73,268"
2826,"65,948"
2827,"79,051"
2828,"78,326"
2830,"65,423"
2831,"68,687"
2832,"71,453"
2833,"71,104"
2835,"77,813"
2836,"72,819"
2837,"94,866"
2838,"62,982"
2839,"65,948"
2840,"58,815"
2841,"53,958"
2842,"70,801"
2852,"76,449"
2857,"74,686"
2858,"65,948"
2859,"70,127"
2860,"35,154"
2861,"53,929"
2863,"33,666"
2864,"73,450"
2865,"75,540"
2871,"59,264"
2872,"71,705"
2873,"71,104"
2874,"90,020"
2875,"72,819"
2876,"80,080"
2878,"62,530"
2879,"70,848"
2881,"47,075"
2882,"61,144"
2885,"54,317"
2886,"59,954"
2888,"58,509"
2889,"60,122"
2891,"61,399"
2892,"80,222"
2893,"52,342"
2894,"72,539"
2895,"40,457"
2896,"79,213"
2898,"72,768"
2903,"26,262"
2904,"44,102"
2905,"34,503"
2906,"64,563"
2907,"30,216"
2908,"40,373"
2909,"33,877"
2910,"58,287"
2911,"48,687"
2912,"60,938"
2914,"46,275"
2915,"52,780"
2916,"59,302"
2917,"71,030"
2919,"59,408"
2920,"54,380"
2921,"85,748"
3031,"115,544"
3032,"90,082"
3033,"101,722"
3034,"90,986"
3036,"99,970"
3037,"85,573"
3038,"72,374"
3042,"73,405"
3043,"67,541"
3044,"76,929"
3045,"76,696"
3046,"95,682"
3047,"69,136"
3048,"63,151"
3049,"112,885"
3051,"77,996"
3052,"100,051"
3053,"93,465"
3054,"92,954"
3055,"70,617"
3057,"97,234"
3060,"45,861"
3062,"83,501"
3063,"75,894"
3064,"68,657"
3070,"86,118"
3071,"72,739"
3076,"93,085"
3077,"61,164"
3079,"68,841"
3082,"80,299"
3084,"72,806"
3086,"68,090"
3087,"114,204"
3101,"28,275"
3102,"50,355"
3103,"51,018"
3104,"61,017"
3106,"53,663"
3109,"67,513"
3110,"117,684"
3215,"49,073"
3216,"64,522"
3217,"44,153"
3218,"65,727"
3220,"56,585"
3221,"67,314"
3222,"47,954"
3223,"44,546"
3224,"78,500"
3225,"65,804"
3226,"1,341"
3227,"51,866"
3229,"86,083"
3230,"62,943"
3231,"64,522"
3233,"66,146"
3234,"71,686"
3235,"49,138"
3237,"64,219"
3238,"44,050"
3240,"54,297"
3241,"70,144"
3242,"73,472"
3243,"62,943"
3244,"57,426"
3245,"44,153"
3246,"45,867"
3249,"60,450"
3251,"49,073"
3253,"58,931"
3254,"74,162"
3255,"67,396"
3256,585
3257,"66,175"
3258,"74,808"
3259,"51,866"
3260,"67,396"
3261,"64,816"
3262,"44,050"
3263,"57,987"
3264,"43,783"
3266,"51,840"
3268,"64,522"
3269,"61,702"
3273,"67,396"
3275,"58,388"
3276,"55,931"
3278,"63,262"
3279,"44,050"
3280,"52,648"
3281,"78,480"
3282,"59,259"
3284,"81,000"
3285,"49,073"
3287,"62,943"
3290,"98,477"
3291,"98,542"
3293,"44,050"
3301,"52,876"
3303,"57,450"
3304,"103,270"
3307,"74,570"
3431,"49,288"
3440,"61,481"
3441,"36,932"
3442,"67,351"
3443,"79,400"
3444,"60,369"
3445,"60,369"
3446,"52,053"
3447,"67,839"
3448,"55,170"
3449,"64,231"
3450,"60,369"
3451,"44,533"
3452,"56,637"
3455,"55,913"
3456,"55,170"
3457,"60,369"
3458,"70,275"
